"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
1.51004924400673e-250,1.84753973192938,0.359,0.12,2.97373997622244e-246,"10","MYBL1"
8.73328467700689e-247,1.73740618403181,0.389,0.139,1.71984575144297e-242,"10","PYHIN1"
3.56877202863826e-239,0.711192733179041,0.989,0.898,7.02798275599732e-235,"10","CALM1"
2.01350772548742e-235,1.95084442057589,0.265,0.073,3.96520076380238e-231,"10","PTGDR"
1.62671297426919e-224,1.09123257937849,0.709,0.422,3.20348586022832e-220,"10","CD247"
1.91284222766887e-223,1.23488585382319,0.547,0.249,3.76696019894831e-219,"10","ZEB2"
1.35647478041972e-221,0.983450098478475,0.754,0.473,2.67130578508055e-217,"10","ARL4C"
1.51754500469354e-221,1.9046877414002,0.273,0.08,2.98850137774298e-217,"10","KLRC4"
3.55780899455594e-217,0.546633717406081,1,0.996,7.00639325297901e-213,"10","HLA-A"
1.53585952920666e-211,1.59089198323613,0.367,0.136,3.02456817086668e-207,"10","CHST12"
4.08820570094412e-211,1.60779272959333,0.42,0.174,8.05090348686926e-207,"10","APOBEC3G"
1.49585650354867e-210,0.650287061163702,0.995,0.818,2.9457902124384e-206,"10","IFITM1"
3.59931228566342e-207,0.721659704875245,0.934,0.741,7.08812568415697e-203,"10","ITGB2"
1.31995510389471e-206,1.15100741732472,0.405,0.15,2.59938758609986e-202,"10","CD8B"
8.28899706041784e-205,0.637456028703202,0.997,0.985,1.63235219110809e-200,"10","MT-ND5"
1.40005670384021e-202,1.5746478951292,0.401,0.163,2.75713166687252e-198,"10","SYTL3"
9.51486507316194e-202,1.58607269318909,0.391,0.157,1.87376237885778e-197,"10","SH2D2A"
2.67908012361502e-193,0.633259341114269,0.958,0.834,5.27591248743507e-189,"10","IFITM2"
7.48558279675792e-193,1.28002249249862,0.6,0.335,1.47413582016554e-188,"10","SYNE2"
2.34078193330974e-185,0.756202505916923,0.895,0.701,4.60970186126687e-181,"10","IL2RG"
2.42404279207764e-185,1.89595160567423,0.257,0.081,4.77366747043849e-181,"10","SYTL2"
2.77814259545732e-182,1.24049782408638,0.45,0.204,5.47099621323411e-178,"10","TPST2"
3.95453363438121e-182,0.695654950077958,0.944,0.747,7.78766308618691e-178,"10","PTPRCAP"
1.97228370018911e-176,0.868715974327585,0.801,0.602,3.88401829078242e-172,"10","FLNA"
8.97954419369914e-176,1.12442661686749,0.642,0.417,1.76834163806517e-171,"10","SLC9A3R1"
1.09964607924737e-173,0.511297896236264,0.558,0.274,2.16553302386185e-169,"10","DUSP2"
3.4061693272428e-162,1.49392194639323,0.388,0.174,6.70776925613924e-158,"10","RUNX3"
7.76483057767767e-144,1.07803694276103,0.607,0.394,1.52912808566206e-139,"10","PAXX"
1.75173155291707e-143,1.35617621995012,0.417,0.207,3.44968494715958e-139,"10","RASSF1"
1.30669483542324e-141,0.550554717813491,0.976,0.929,2.57327413939898e-137,"10","PTPRC"
3.82908548244854e-141,0.902808636889313,0.506,0.26,7.54061804058591e-137,"10","PLEK"
2.18597988323807e-140,1.11973925945262,0.555,0.348,4.30485018406073e-136,"10","ABHD17A"
9.92597117534984e-138,0.581872157663673,0.999,0.985,1.95472150356164e-133,"10","MT-ND4L"
6.17459021362833e-136,1.08162847636481,0.52,0.302,1.21596205076983e-131,"10","CTSC"
3.65935853048137e-134,0.888664721190273,0.692,0.514,7.20637475407696e-130,"10","PLAAT4"
1.30671501858792e-133,1.13619237437488,0.471,0.253,2.57331388610519e-129,"10","TRBC1"
3.7456953307817e-129,0.948773147227702,0.564,0.342,7.3763978149084e-125,"10","ITGB1"
4.31941027667709e-127,0.770838644085125,0.409,0.192,8.5062146578602e-123,"10","KLRB1"
1.34425761404307e-124,1.04969030976513,0.53,0.322,2.64724651933501e-120,"10","GNG2"
2.78236203825219e-123,1.1010963593133,0.371,0.174,5.47930556193003e-119,"10","PRDM1"
5.91722843307752e-123,1.1723454608666,0.384,0.187,1.16527979532596e-118,"10","LYAR"
9.97094902558575e-122,1.2395068372164,0.448,0.252,1.9635789916086e-117,"10","ITGAL"
1.19853213977575e-119,1.4863883265135,0.299,0.132,2.36026934286039e-115,"10","CD320"
3.74781864884973e-119,0.940230880491039,0.6,0.398,7.38057926517978e-115,"10","ZAP70"
2.2750671872966e-114,1.42390361296012,0.324,0.153,4.48028981194319e-110,"10","GNPTAB"
2.14751501170601e-113,0.841911597618682,0.391,0.192,4.22910131255264e-109,"10","RHOC"
3.37393096050956e-111,1.37119192319831,0.306,0.141,6.64428224053148e-107,"10","ATP2B4"
2.5398132316824e-109,1.07407806446111,0.473,0.279,5.00165419715215e-105,"10","SPN"
2.68729268567197e-108,1.04938881875359,0.507,0.313,5.29208548589382e-104,"10","PPP2R5C"
6.66955380423094e-108,1.31103212509743,0.327,0.158,1.3134352306672e-103,"10","TSEN54"
1.59539098091559e-105,1.24605747666746,0.285,0.127,3.14180345871707e-101,"10","CYTOR"
3.6395162902018e-105,0.532471009429923,0.729,0.605,7.16729943029441e-101,"10","RAP1B"
5.97723035022797e-102,0.526568819557154,0.909,0.82,1.17709597287039e-97,"10","ARPC2"
2.75337337164175e-101,0.816606934596384,0.67,0.532,5.42221818077411e-97,"10","SUN2"
6.39892110048843e-92,0.663534416927877,0.882,0.787,1.26013953231919e-87,"10","MT-ND6"
6.42205381094855e-89,0.518685910335408,0.76,0.563,1.2646950569901e-84,"10","ANXA1"
2.22230295114582e-88,0.927808442876698,0.527,0.357,4.37638120169146e-84,"10","CD2"
5.78668538341802e-88,1.26443614019236,0.324,0.17,1.13957195255651e-83,"10","DIP2A"
7.42336945790155e-88,1.20554457734431,0.336,0.179,1.46188414734455e-83,"10","NFATC2"
9.60213716394679e-87,0.527868464144291,0.832,0.719,1.89094887169604e-82,"10","PPIB"
2.9156957369933e-84,1.00076946006965,0.323,0.168,5.7418796148609e-80,"10","CMC1"
5.7235595792356e-83,0.521161065638535,0.814,0.71,1.12714058793887e-78,"10","UBB"
6.48050579403342e-83,0.84392578399994,0.574,0.411,1.276206006019e-78,"10","MBP"
1.13619006104175e-81,0.904039188638434,0.516,0.359,2.23749908720953e-77,"10","CD81"
6.46651812100826e-78,0.533943029528736,0.748,0.572,1.27345141357016e-73,"10","CD7"
6.98480767678809e-75,0.750626272502898,0.581,0.428,1.37551817578988e-70,"10","FYN"
8.36845168917848e-74,0.518408094108132,0.826,0.746,1.64799919114992e-69,"10","MYL12B"
1.00275858377183e-73,0.949364123348872,0.411,0.253,1.97473247902187e-69,"10","ACTN4"
2.56309023388097e-72,0.873523929613537,0.506,0.361,5.0474935975818e-68,"10","CLEC2B"
2.03021093836109e-70,0.811179499222576,0.404,0.242,3.9980944009145e-66,"10","ID2"
3.43999372866644e-70,1.08458037124517,0.335,0.193,6.77437964986282e-66,"10","STAT4"
1.26046856881767e-69,1.23061327487071,0.25,0.126,2.48224075257264e-65,"10","TFDP2"
1.33011461192536e-69,0.979483660152732,0.273,0.138,2.61939470526462e-65,"10","ITGAM"
6.79030233004851e-69,0.723378933610401,0.316,0.169,1.33721423785645e-64,"10","STOM"
7.60328632623258e-69,1.01710322667971,0.36,0.217,1.49731517622498e-64,"10","C5orf56"
1.85904584983749e-68,1.02890764363487,0.337,0.195,3.66101899208497e-64,"10","PTPN4"
3.29000679839942e-68,1.14090103921461,0.298,0.165,6.47901038808799e-64,"10","ZBTB38"
3.11949615397867e-66,0.625760644472668,0.671,0.578,6.14322377603019e-62,"10","SEPTIN7"
1.40962060208785e-65,0.907850577753981,0.424,0.28,2.7759658516916e-61,"10","DSTN"
1.04111126412208e-63,0.574604028250345,0.675,0.562,2.05026041243561e-59,"10","BIN2"
6.04410185642812e-63,0.540519284149142,0.731,0.642,1.19026497858639e-58,"10","MSN"
1.16663325351378e-62,0.719051515020873,0.646,0.552,2.29745086614469e-58,"10","CALR"
2.19166692974785e-62,0.532275223166601,0.759,0.667,4.31604968475245e-58,"10","JAK1"
4.89082835978778e-62,0.788671006883459,0.506,0.369,9.63150828893007e-58,"10","YWHAQ"
4.4825654761937e-61,0.930250566116454,0.344,0.204,8.82751619226825e-57,"10","AOAH"
7.27225321085559e-61,0.670497838841187,0.611,0.476,1.43212482481379e-56,"10","TRBC2"
2.73655416372153e-60,0.986695669096444,0.314,0.183,5.38909611461681e-56,"10","GPR65"
7.31732693044124e-60,1.00581161729209,0.261,0.139,1.44100119241179e-55,"10","CD300A"
1.32080844074656e-59,0.685891956277595,0.571,0.43,2.6010680623622e-55,"10","IRF1"
1.89909445220016e-59,0.665890081327914,0.458,0.304,3.73988670471778e-55,"10","CD63"
2.08221658925293e-59,0.899772348905811,0.337,0.201,4.10050912921579e-55,"10","GBP5"
5.80161022031123e-59,0.959699478533773,0.351,0.216,1.14251110068589e-54,"10","IGF2R"
1.07897558687426e-57,0.63177832766486,0.447,0.288,2.12482662323148e-53,"10","MYO1F"
1.46647730598792e-57,0.976541824988806,0.311,0.183,2.88793375868201e-53,"10","ADAM8"
2.24996158004594e-57,0.634035803133241,0.645,0.566,4.43084933958448e-53,"10","PDIA3"
5.25909652116159e-56,0.860706200468274,0.383,0.25,1.03567387791235e-51,"10","ARPC5L"
7.68525994870572e-56,0.838422027947793,0.461,0.332,1.51345824169862e-51,"10","AKNA"
1.21051521444616e-55,0.719333608298102,0.352,0.212,2.38386761180882e-51,"10","MAP3K8"
7.16274586217663e-55,0.788258917826854,0.462,0.328,1.41055954263844e-50,"10","PRKCH"
2.91077468947134e-54,0.856758551117536,0.424,0.296,5.7321885959759e-50,"10","ITGB7"
5.56891597803565e-54,0.613197556536181,0.605,0.492,1.09668662355456e-49,"10","ANXA6"
2.34954198587904e-53,0.849708096757421,0.397,0.265,4.6269530327916e-49,"10","PXN"
3.10155073222763e-53,0.725078813528252,0.442,0.303,6.10788385697588e-49,"10","DOK2"
2.67308443762277e-51,1.02113325190755,0.261,0.147,5.26410518301052e-47,"10","DNAJC1"
1.58983630220855e-50,0.906513969986847,0.333,0.21,3.1308646299393e-46,"10","CDK2AP2"
1.49569445561815e-49,0.759406762382335,0.375,0.243,2.94547109144883e-45,"10","RORA"
3.90475638238365e-49,0.699413278793766,0.491,0.369,7.68963674382813e-45,"10","MYO1G"
5.11533304418736e-49,0.57109511040802,0.637,0.557,1.00736253639182e-44,"10","GUK1"
7.48137685726509e-48,0.883154579850563,0.322,0.201,1.47330754450121e-43,"10","IKZF3"
1.11289106875964e-47,0.721873140223938,0.455,0.333,2.19161638170837e-43,"10","DHRS7"
2.3270297815382e-45,0.728989144454141,0.528,0.421,4.58261974878318e-41,"10","CD3G"
2.00615668674947e-43,0.639595248112353,0.53,0.425,3.95072436321574e-39,"10","HSPA5"
2.32437215329774e-43,0.847769412287374,0.379,0.268,4.57738608148923e-39,"10","SSBP4"
3.30716302379475e-43,0.659172220152252,0.586,0.487,6.512796142759e-39,"10","RNF213"
1.60193411781292e-41,0.608003822571298,0.504,0.394,3.15468885820899e-37,"10","IL10RA"
4.30375009163465e-41,0.749370925848149,0.403,0.288,8.47537505545611e-37,"10","PARP8"
4.88706993619686e-41,0.716351030246404,0.431,0.32,9.62410682535247e-37,"10","BTN3A2"
2.83537953991894e-40,0.538312782397698,0.65,0.541,5.58371292796236e-36,"10","CD3D"
4.95063325358201e-40,0.742771172742158,0.428,0.322,9.74928206627905e-36,"10","IDS"
9.94857877393941e-39,0.570070955828179,0.564,0.466,1.95917361795189e-34,"10","ITGA4"
5.60292530675186e-37,0.507800261831036,0.618,0.555,1.10338408065864e-32,"10","PPP1CA"
1.29023481935505e-35,0.836188056775711,0.415,0.318,2.54085942975589e-31,"10","MACF1"
1.45579749989344e-35,0.560118544374183,0.528,0.433,2.86690201654016e-31,"10","DBI"
4.64232390127616e-35,0.677935426440635,0.356,0.248,9.14212845878314e-31,"10","OPTN"
1.45674454252029e-34,0.761809212613898,0.311,0.21,2.86876702758521e-30,"10","FKBP11"
8.44676998682477e-33,0.799152820804523,0.296,0.2,1.6634224135054e-28,"10","ARHGAP25"
1.06663804870837e-32,0.627280578801948,0.465,0.372,2.1005303093214e-28,"10","PPP1R18"
2.86496811048658e-32,0.724996348778097,0.364,0.268,5.64198169998121e-28,"10","SASH3"
7.63021621207172e-32,0.757193353373629,0.286,0.191,1.50261847864328e-27,"10","CBLB"
3.09718141098998e-30,0.604273545201656,0.463,0.374,6.09927935266256e-26,"10","NDUFB7"
1.4385646971463e-29,0.536730325248432,0.511,0.425,2.83296545809021e-25,"10","TBC1D10C"
6.92397601857865e-29,0.648727093593767,0.421,0.331,1.36353859733869e-24,"10","STK10"
9.44349241717897e-29,0.771787166164655,0.285,0.196,1.85970696171505e-24,"10","NFATC3"
4.32680964806922e-28,0.597951974773091,0.373,0.277,8.52078623994271e-24,"10","PIP4K2A"
5.63379303598465e-28,0.843404524309533,0.255,0.172,1.10946286257646e-23,"10","ARAP2"
1.19364637300211e-27,0.637840226494142,0.343,0.251,2.35064780235306e-23,"10","IQGAP2"
1.63512660595585e-27,0.765944091092627,0.278,0.192,3.22005482510886e-23,"10","PIK3R5"
1.03226183068698e-26,0.518685533221179,0.47,0.379,2.03283322317188e-22,"10","SKAP1"
1.7926448589155e-26,0.589150865096345,0.442,0.361,3.53025552066229e-22,"10","SYTL1"
2.17241597226246e-25,0.596492906738615,0.402,0.317,4.27813877417646e-21,"10","DGKZ"
2.1837154533123e-25,0.623576126831046,0.317,0.229,4.30039084220791e-21,"10","IDH2"
5.4336543424941e-25,0.648625889101717,0.407,0.323,1.07004954966736e-20,"10","UTRN"
1.97029329941718e-24,0.617387120685387,0.37,0.287,3.88009859454226e-20,"10","SCP2"
3.27866582809002e-24,0.553712501155095,0.333,0.244,6.45667661525767e-20,"10","PTGER2"
1.8908015636423e-23,0.708409564245815,0.315,0.236,3.72355551928079e-19,"10","RNF125"
5.28133223681114e-23,0.66823073450354,0.333,0.253,1.04005275739522e-18,"10","CCDC88C"
5.72753247041139e-23,0.62617016487991,0.324,0.243,1.12792296939811e-18,"10","PITPNC1"
6.21927534825341e-23,0.518513555904349,0.474,0.395,1.22476189433154e-18,"10","PIK3R1"
8.94305967611452e-23,0.61513311896764,0.336,0.255,1.76115674201723e-18,"10","SRPK2"
1.11931323539436e-22,0.609134458961194,0.321,0.238,2.20426355446212e-18,"10","TMX4"
1.57708385675733e-22,0.572954507410609,0.376,0.297,3.10575123911221e-18,"10","TAP1"
2.0867751801631e-22,0.606958750597888,0.276,0.196,4.1094863622952e-18,"10","VPS37B"
1.55658482180353e-21,0.518945681861324,0.424,0.347,3.06538248957769e-17,"10","CAPN2"
7.26263895312689e-21,0.529459994619671,0.439,0.369,1.43023148903928e-16,"10","SIGIRR"
4.83765702014429e-20,0.503681515956438,0.385,0.31,9.52679796977014e-16,"10","DIAPH1"
1.21833088847912e-19,0.587680726348825,0.35,0.278,2.39925901868194e-15,"10","RASAL3"
4.25696096203598e-19,0.571399589231535,0.35,0.276,8.38323322253746e-15,"10","PPP3CC"
1.89203542386457e-18,0.584084688133043,0.292,0.221,3.72598536021651e-14,"10","UBE2F"
2.01793100963397e-18,0.581022960571021,0.31,0.238,3.97391153727218e-14,"10","SIPA1"
3.94876745747133e-18,0.573505649565669,0.362,0.293,7.77630775399828e-14,"10","RNF167"
2.92060988356352e-16,0.702336189774596,0.262,0.2,5.75155704370165e-12,"10","MLLT6"
3.04259965694224e-16,0.537276074006595,0.328,0.262,5.99179150441636e-12,"10","FBXW5"
3.8249925796253e-16,0.614992114233631,0.255,0.192,7.5325578870561e-12,"10","CCDC107"
5.97699832924481e-16,0.584180943970795,0.29,0.226,1.17705028097818e-11,"10","MRPS6"
8.1553612100743e-15,0.567800651550761,0.281,0.219,1.60603528309993e-10,"10","MFSD10"
6.40842523171808e-14,0.536665908382685,0.29,0.229,1.26201118088224e-09,"10","MAPK1"
3.19863409462204e-13,0.547040773419137,0.291,0.235,6.29907012253918e-09,"10","PTPRA"
3.34858104017186e-13,0.527397115110448,0.277,0.219,6.59436064241045e-09,"10","RPS6KA1"
2.43969646341821e-12,0.506597131400281,0.283,0.228,4.80449424540948e-08,"10","TADA3"
4.45907963038616e-12,0.537054597519729,0.302,0.249,8.78126551611946e-08,"10","CASP8"
1.49349308594584e-11,0.513859993508331,0.295,0.243,2.94113593415314e-07,"10","ARIH2"
2.69545821913237e-11,0.544192857621787,0.259,0.208,5.30816587093737e-07,"10","AC004687.1"
5.85637523833662e-11,0.503965511283053,0.298,0.248,1.15329597568563e-06,"10","TES"
1.25116716007583e-10,0.520913246007967,0.291,0.242,2.46392348833734e-06,"10","KCNAB2"
6.10334991922316e-10,0.507546055941886,0.268,0.222,1.20193269959262e-05,"10","MED15"
0,8.42000797938894,1,0.009,0,"11","TRBV5-1"
2.32703252784838e-282,0.534073333005836,1,0.999,4.58262515709182e-278,"11","RPS12"
1.21591330566026e-268,0.826441655797493,0.969,0.729,2.39449807283676e-264,"11","LDHB"
7.78374315682977e-264,0.507271087719666,1,0.998,1.53285253987449e-259,"11","RPS3A"
1.5541359725203e-236,0.645870798292607,0.995,0.897,3.06055997068422e-232,"11","SARAF"
6.58536312091605e-227,0.982363449968729,0.752,0.382,1.296855559402e-222,"11","LEF1"
2.5155548613959e-225,0.908335468382129,0.85,0.487,4.95388218854695e-221,"11","TCF7"
1.74408206160827e-213,0.778205681401916,0.937,0.6,3.43462080392517e-209,"11","IL7R"
6.1994909835637e-203,0.710759087247279,0.979,0.722,1.2208657593932e-198,"11","LTB"
6.6408010690157e-199,0.503997094729781,0.999,0.982,1.30777295452126e-194,"11","RPS5"
6.45963953140815e-190,0.529192808262621,0.996,0.963,1.27209681292021e-185,"11","EEF1B2"
1.20020646515956e-183,0.648699571104103,0.987,0.702,2.36356659183873e-179,"11","CD3E"
1.76227645293224e-179,1.00057391977722,0.613,0.303,3.47045101875946e-175,"11","MAL"
2.48057946901424e-170,0.968936710158795,0.638,0.336,4.88500514832974e-166,"11","PRKCQ-AS1"
9.3115762806744e-165,0.918019365776997,0.654,0.348,1.83372871695321e-160,"11","CAMK4"
1.85108098894019e-164,0.781458078564506,0.82,0.542,3.64533379151992e-160,"11","NOSIP"
3.07945053428402e-157,0.793558705310109,0.799,0.512,6.06436193716551e-153,"11","LEPROTL1"
1.47640937169411e-154,0.52844502021209,0.981,0.878,2.90749297567721e-150,"11","NPM1"
1.72415446711836e-148,0.844446721182077,0.686,0.395,3.39537739209619e-144,"11","FLT3LG"
2.46275820562723e-140,0.83858664935706,0.675,0.406,4.84990973434169e-136,"11","PIK3IP1"
1.64037013528534e-130,0.631319848212664,0.883,0.69,3.23038090741743e-126,"11","GAS5"
1.80608231541324e-130,0.665151742743554,0.864,0.637,3.55671790374329e-126,"11","PCED1B-AS1"
3.4758163700249e-127,0.876070830731348,0.549,0.293,6.84492517749003e-123,"11","CCR7"
3.74278490043432e-127,0.888841734209763,0.571,0.312,7.37066630442531e-123,"11","RCAN3"
1.16508854973442e-122,0.59993408914683,0.839,0.535,2.294408880992e-118,"11","CD3D"
9.15776487115457e-122,0.787021063320386,0.657,0.396,1.80343863607647e-117,"11","LINC00861"
6.99563199024965e-118,0.804346280855942,0.595,0.338,1.37764980783986e-113,"11","CD6"
3.98798206273677e-117,0.604628039688613,0.861,0.647,7.85353307614752e-113,"11","C12orf57"
2.11069002804511e-106,0.990521332438527,0.412,0.206,4.15658187222923e-102,"11","TRABD2A"
9.47082204767387e-106,0.903502273758856,0.462,0.243,1.86508898584842e-101,"11","INPP4B"
2.14380667623931e-105,0.806460041710925,0.567,0.331,4.22179848751808e-101,"11","GIMAP5"
2.03658229542855e-103,0.772353171450333,0.567,0.331,4.01064151438745e-99,"11","CD27"
5.12084001260118e-102,0.830638710688332,0.512,0.285,1.00844702368155e-97,"11","OXNAD1"
5.85741702823214e-101,0.997501309773302,0.41,0.21,1.15350113536976e-96,"11","TRAT1"
9.42728232007705e-95,0.843518649766549,0.488,0.274,1.85651470729277e-90,"11","CD5"
7.45245069688698e-93,0.606920513282966,0.67,0.417,1.46761111573795e-88,"11","CD3G"
6.21689625704635e-91,0.85658586229813,0.463,0.26,1.22429337990014e-86,"11","PCED1B"
2.87548277215123e-83,0.627336047098283,0.669,0.453,5.66268822319741e-79,"11","GIMAP7"
4.01013245268387e-81,1.16184706157639,0.256,0.115,7.89715383907035e-77,"11","LINC01550"
1.35876265401248e-79,0.577483137093059,0.729,0.53,2.67581129454678e-75,"11","TMEM123"
1.92992398603327e-79,0.720512900485318,0.565,0.362,3.80059930569531e-75,"11","PIM1"
2.25958451953336e-79,0.747167866698344,0.488,0.291,4.44979979431705e-75,"11","BCL11B"
5.590415441958e-79,0.617010640354925,0.664,0.453,1.10092051298479e-74,"11","MCUB"
5.71877803114581e-79,0.601971459941052,0.695,0.487,1.12619895767354e-74,"11","NDFIP1"
1.64210334880738e-76,0.811641567922724,0.432,0.248,3.23379412480637e-72,"11","TESPA1"
4.34217601782199e-75,1.04788471108591,0.275,0.132,8.55104723189684e-71,"11","FHIT"
6.22707097584413e-74,0.838943042174702,0.377,0.205,1.22629708727299e-69,"11","NELL2"
2.47208211560162e-71,0.786661667448908,0.416,0.239,4.86827131025427e-67,"11","AQP3"
1.50902059385216e-68,0.697511721860863,0.425,0.246,2.97171425547306e-64,"11","LDLRAP1"
2.66008674033181e-68,0.673324850241291,0.492,0.304,5.23850881773542e-64,"11","ITK"
3.06713976860433e-68,0.727795070161814,0.487,0.305,6.04011834631252e-64,"11","ABLIM1"
5.61594207203291e-68,0.559383818067713,0.744,0.564,1.10594747224544e-63,"11","ETS1"
9.15935083634782e-68,1.03504947961807,0.268,0.132,1.80375096020198e-63,"11","CHRM3-AS2"
2.98726968569288e-67,0.693140068089064,0.475,0.294,5.88283019203499e-63,"11","DGKA"
3.30008740742761e-64,0.797431256166223,0.372,0.213,6.49886213144719e-60,"11","SERINC5"
5.74059198899973e-64,0.798260872246119,0.377,0.218,1.13049478039372e-59,"11","MYC"
1.45181232497736e-62,0.528771081308575,0.614,0.419,2.85905401157791e-58,"11","DNAJB1"
1.54358546054813e-61,0.7201814412994,0.459,0.287,3.03978284745743e-57,"11","AC243960.1"
1.34540329136446e-59,0.611484749327983,0.548,0.371,2.64950270168404e-55,"11","MGAT4A"
1.69081345837772e-58,0.74850417032326,0.404,0.246,3.32971894358324e-54,"11","IL6ST"
3.84829721201108e-57,0.87541892521997,0.295,0.16,7.57845169961342e-53,"11","SH3YL1"
1.24473081309694e-56,0.58895603988803,0.556,0.377,2.4512483902318e-52,"11","LINC01138"
9.18493641976982e-55,0.673909217406215,0.45,0.29,1.80878952914527e-50,"11","OCIAD2"
1.40979473971172e-53,0.733675470970013,0.38,0.231,2.77630878091429e-49,"11","MAML2"
2.65415077509196e-53,0.641366750007803,0.432,0.27,5.2268191213886e-49,"11","BCL2"
9.08600337362147e-53,0.783398688621486,0.346,0.205,1.78930664436728e-48,"11","THEM4"
1.94636958380127e-52,0.850654259471597,0.259,0.137,3.83298562137984e-48,"11","SUSD3"
2.02550895605253e-52,0.778611111682156,0.315,0.179,3.98883478715425e-48,"11","GPR183"
3.87458838882837e-52,0.57519669893976,0.544,0.379,7.6302269141197e-48,"11","PSIP1"
4.67798510654393e-52,0.569189075050893,0.497,0.33,9.21235607031697e-48,"11","PBXIP1"
3.95308886854049e-51,0.516130585686008,0.602,0.429,7.78481790881679e-47,"11","SEPTIN1"
5.09685520667711e-49,0.560279477680308,0.479,0.317,1.00372369585092e-44,"11","TC2N"
9.3868848037165e-48,0.563657714530246,0.544,0.389,1.84855922439589e-43,"11","CDKN1B"
2.55335702450307e-46,0.673795206696337,0.417,0.275,5.02832598835389e-42,"11","SATB1"
2.75241839998132e-46,0.580283284070059,0.482,0.328,5.42033755508322e-42,"11","PLSCR3"
4.8383438193585e-46,0.600674593684686,0.483,0.333,9.5281504834627e-42,"11","GIMAP1"
1.24680515331944e-45,0.577354396577386,0.397,0.25,2.45533338843197e-41,"11","PDE3B"
5.87002958943587e-44,0.629698861913118,0.406,0.266,1.15598492704761e-39,"11","S1PR1"
1.89245314974325e-41,0.603351001571022,0.401,0.264,3.72680798778937e-37,"11","PIM2"
4.0724711847562e-41,0.5124326565908,0.515,0.368,8.01991750414039e-37,"11","ATP1A1"
8.3271675000288e-40,0.691084741014283,0.306,0.187,1.63986909578067e-35,"11","KCNA3"
5.99183018238676e-39,0.713148982299605,0.284,0.17,1.17997111781743e-34,"11","SELENOM"
9.77327039579145e-39,0.725722722521523,0.301,0.186,1.92465013904321e-34,"11","ITPKB"
2.58426514909025e-38,0.745255277760033,0.269,0.16,5.08919335810343e-34,"11","ITGA6"
2.79807415312621e-38,0.741848647344098,0.306,0.192,5.51024742975145e-34,"11","SOCS3"
2.88629033121224e-38,0.809810616919822,0.265,0.158,5.68397154925626e-34,"11","TNFSF8"
1.56771824092589e-37,0.773616241050425,0.267,0.16,3.08730753185536e-33,"11","STMN3"
2.64208950955086e-37,0.566993716693326,0.432,0.3,5.20306687115851e-33,"11","MZT2A"
6.38214811961203e-37,0.548913525062432,0.471,0.339,1.2568364291952e-32,"11","CYLD"
9.9738911068479e-37,0.606173399435848,0.392,0.266,1.96415837567156e-32,"11","TTC39C"
5.36560832676141e-36,0.701321178804613,0.27,0.163,1.05664924778913e-31,"11","PLCG1"
5.31932449328789e-35,0.622906120340603,0.338,0.221,1.04753457246318e-30,"11","SFXN1"
9.37964971373064e-35,0.659001155142917,0.321,0.207,1.84713441812498e-30,"11","THOC3"
4.3840969533233e-34,0.666472452808886,0.29,0.181,8.63360213017958e-30,"11","SCML4"
1.7261138810828e-33,0.566646902120199,0.394,0.273,3.39923606601636e-29,"11","CDC25B"
3.01028081519467e-33,0.702258917434547,0.265,0.163,5.92814600936286e-29,"11","FAM102A"
3.41537995937539e-32,0.572561035209245,0.356,0.238,6.72590775399795e-28,"11","ITM2A"
1.61230482532533e-31,0.646362330302714,0.324,0.216,3.17511189251318e-27,"11","UBQLN2"
1.93818260722303e-31,0.6124337712808,0.299,0.192,3.81686300840432e-27,"11","RASGRP1"
6.65449896639925e-31,0.623524361491507,0.312,0.206,1.310470481453e-26,"11","RAPGEF6"
1.21324161627895e-30,0.698767306979633,0.258,0.161,2.38923671493813e-26,"11","IPCEF1"
2.08461230366118e-30,0.568983193489243,0.308,0.2,4.10522700959996e-26,"11","TRAC"
1.37257757331837e-29,0.647089259617084,0.256,0.16,2.70301701513586e-25,"11","BEX2"
3.76550141319871e-29,0.614474520557671,0.286,0.185,7.41540193301223e-25,"11","ATP6V0E2"
3.93934304719736e-29,0.58405681177727,0.321,0.215,7.75774826284577e-25,"11","MDFIC"
2.52799953510643e-28,0.653074623437487,0.257,0.164,4.97838948448508e-24,"11","CDC14A"
5.13672544296964e-27,0.533594200190051,0.365,0.259,1.01157534148401e-22,"11","SNHG32"
7.17187146240635e-27,0.53588276556905,0.344,0.239,1.41235664709168e-22,"11","AC119396.1"
7.50952374046163e-27,0.568738630197497,0.345,0.241,1.47885051020911e-22,"11","TRADD"
9.47682114830764e-27,0.551512149683887,0.304,0.204,1.86627038873622e-22,"11","SLC2A4RG"
1.37261946468264e-25,0.577182280579708,0.275,0.182,2.70309951179952e-21,"11","CHMP7"
9.51804669370999e-25,0.505904362593459,0.309,0.211,1.87438893539231e-20,"11","MHENCR"
1.0623982640641e-24,0.518052452950132,0.358,0.254,2.09218090142143e-20,"11","ARID5B"
1.67085103202165e-24,0.54307449364983,0.321,0.224,3.29040693736024e-20,"11","DANCR"
4.86180402660798e-24,0.549540865313246,0.303,0.209,9.57435066959909e-20,"11","SNHG1"
4.30638420889308e-23,0.577581510489224,0.257,0.171,8.48056242257315e-19,"11","ZFAND1"
3.04192542624461e-21,0.576162294198495,0.27,0.187,5.99046374190351e-17,"11","GIMAP2"
